uniqueID,connectingJumpPoint,semiMajorAxis,eccentricity,minimumSeparation,maximumSeparation,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ,distanceFromSol,distanceToConnectingPoint
000110001,,1.18691,0,1.18691,1.18691,10.3742,0.030419,-28.0091,-9.16e-06,-5.96e-06,-3.4e-06,29.8686
000110002,,1.66949,0.0489466,1.58777,1.75121,10.3742,0.030419,-28.0091,-9.16e-06,-5.96e-06,-3.4e-06,29.8686
000110003,,2.27271,0.102022,2.04085,2.50458,10.3742,0.030419,-28.0091,-9.16e-06,-5.96e-06,-3.4e-06,29.8686
000210001,,0.460537,0.0478693,0.438491,0.482582,30.207,0.105644,9.22846,-7.23e-06,-1.53e-05,-5.28e-05,31.5856
000210002,,0.311269,0.397319,0.187596,0.434942,30.207,0.105644,9.22846,-7.23e-06,-1.53e-05,-5.28e-05,31.5856
000210003,,2.17346,0.0491031,2.06674,2.28018,30.207,0.105644,9.22846,-7.23e-06,-1.53e-05,-5.28e-05,31.5856
000310001,,1.88103,0.00940696,1.86334,1.89873,5.67201,0.053101,-14.2398,-1.61e-05,1.53e-05,-6.37e-06,15.328
000310002,,1.19152,0.196145,0.957809,1.42523,5.67201,0.053101,-14.2398,-1.61e-05,1.53e-05,-6.37e-06,15.328
000310003,,0.496572,0.102911,0.445469,0.547675,5.67201,0.053101,-14.2398,-1.61e-05,1.53e-05,-6.37e-06,15.328
000310004,,0.707321,0.0492817,0.672463,0.742179,5.67201,0.053101,-14.2398,-1.61e-05,1.53e-05,-6.37e-06,15.328
000510001,,1.9287,0.0992174,1.73734,2.12006,30.6162,0.315156,5.95495,1.25e-06,-3.9e-07,-6.41e-06,31.1915
000610001,,1.54487,0.503864,0.766466,2.32327,29.1049,0.421232,2.38642,1.04e-06,-3.45e-06,-1.21e-05,29.2056
000610002,,1.06776,0.297455,0.750147,1.38537,29.1049,0.421232,2.38642,1.04e-06,-3.45e-06,-1.21e-05,29.2056
000610003,,0.691302,0.196091,0.555744,0.82686,29.1049,0.421232,2.38642,1.04e-06,-3.45e-06,-1.21e-05,29.2056
000710001,,2.38541,0.104822,2.13537,2.63545,23.9342,0.487833,16.3127,4.38e-06,1.74e-05,-6.95e-06,28.9687
000710002,,0.578347,0.503922,0.286905,0.869788,23.9342,0.487833,16.3127,4.38e-06,1.74e-05,-6.95e-06,28.9687
000710003,,0.873973,0.297162,0.614261,1.13369,23.9342,0.487833,16.3127,4.38e-06,1.74e-05,-6.95e-06,28.9687
