id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
57,57,224789,,,,,0.011212,-69.675965,29.8686,-40.97,-67.59,0,8.27,5.894,K2V,0.863,10.374188,0.030419,-28.00908,-0.00000916,-0.00000596,-0.0000034,0.002935397,-1.216074996,-1.99E-07,-3.28E-07,,,Tuc,1,57,,0.382296217,,,
68,68,224808,,,,,0.01336,16.988197,31.5856,-99.69,-315.9,-21.9,8.79,6.293,K0,0.94,30.206989,0.105644,9.228456,-0.00000723,-0.00001529,-0.0000528,0.003497534,0.296499974,-4.83E-07,-1.53E-06,,,Peg,1,68,,0.264728074,,,
169,169,224953,,GJ 1294A,,,0.035702,-68.280769,15.328,207.45,-231.8,0,9.24,8.313,M0V,1.39,5.67201,0.053101,-14.239841,-0.00001614,0.00001526,-0.00000637,0.009346676,-1.191724239,1.01E-06,-1.12E-06,,,Tuc,1,169,GJ 1294,0.041190778,,,
171,171,224930,9088,Gl 914A,85    Peg,,0.036139,27.082256,12.1699,778.59,-918.72,-37.6,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,-0.00000999,0.00004584,-0.00006577,0.009461082,0.472674536,3.77E-06,-4.45E-06,,85,Peg,1,171,Gl 914,0.617163168,,,
184,184,224983,,,,,0.039318,11.006236,31.1915,-2.65,-43.21,0,8.48,6.01,K0,0.888,30.616154,0.315156,5.954951,0.00000125,-0.00000039,-0.00000641,0.010293413,0.192095054,-1.28E-08,-2.09E-07,,,Peg,1,184,,0.343557948,,,
263,263,,,,,,0.055279,4.686928,29.2056,-24.45,-85.41,0,12.04,9.713,M1,1.473,29.10489,0.421232,2.386423,0.00000104,-0.00000345,-0.00001205,0.014471892,0.081802328,-1.19E-07,-4.14E-07,,,,1,263,,0.011344882,,12.154,11.854
375,375,,,,,,0.07784,34.27136,28.9687,123.4,-59.91,0,9.08,6.77,,,23.934179,0.487833,16.312653,0.00000438,0.00001742,-0.00000695,0.020378353,0.598148071,5.98E-07,-2.90E-07,,,And,1,375,,0.170608239,,9.523,7.603
400,400,225261,,NN 3003,,,0.082306,23.269629,26.3922,382.15,-7.45,0,7.82,5.713,G9V,0.755,24.239722,0.522425,10.426465,-0.00000068,0.00004889,-0.00000088,0.021547639,0.406131646,1.85E-06,-3.61E-08,,,Peg,1,400,,0.451647905,,,
428,428,,,Gl 2,,,0.086297,45.786567,11.2511,869.68,-151.13,0.1,9.95,9.694,M2,1.472,7.843761,0.177365,8.064194,0.00000491,0.00004756,-0.00000567,0.022592418,0.799126347,4.22E-06,-7.33E-07,,,And,1,428,,0.011545161,,10.005,9.895
435,436,55,,Gl 3,,,0.088278,-67.83259,15.8881,-117.19,-560.77,41,8.49,7.485,K5V,1.076,5.993342,0.138488,-14.714076,-0.00002396,-0.00000958,-0.00005513,0.0231111,-1.183902029,-5.68E-07,-2.72E-06,,,Tuc,1,435,,0.08830799,,,
442,439,225213,,Gl 1,,,0.089883,-37.357364,4.3399,5634.07,-2337.94,22.9,8.56,10.373,M2V,1.462,3.448844,0.081384,-2.633508,-0.00001398,0.00011824,-0.00005331,0.023531392,-0.652008993,2.73E-05,-1.13E-05,,,Scl,1,442,,0.006177319,,,
472,473,38,,Gl 4A,,,0.094664,45.812081,11.3071,878.73,-153.87,0.2,8.2,7.933,K2,1.41,7.878784,0.195428,8.107843,0.000005,0.0000483,-0.00000573,0.02478295,0.799571649,4.26E-06,-7.46E-07,,,And,1,472,Gl   4,0.058452084,,8.311,8.171
517,518,123,5,Gl 4.1A,,,0.104356,58.436733,21.4777,247.36,17.77,-11.6,5.98,4.32,G5V,0.687,11.23803,0.307211,18.300258,-0.00000849,0.00002553,-0.00000914,0.027320425,1.019913391,1.20E-06,8.62E-08,,,Cas,1,517,Gl   4.1,1.629296033,V640,5.994,5.964
521,522,142,6,Gl 4.2A,,,0.105277,-49.075191,25.7136,575.21,-39.94,2.6,5.7,3.649,G1IV...,0.519,16.837769,0.46441,-19.42844,-0.00000399,0.00007162,-0.00000527,0.027561565,-0.856523664,2.79E-06,-1.94E-07,,,Phe,1,521,Gl   4.2,3.02273448,,,
522,523,,,NN 3006,,,0.105282,-65.840538,16.7084,195.8,-552.5,0,12.17,11.055,M4,1.55,6.835774,0.188543,-15.24491,-0.00004125,0.00001473,-0.00001832,0.027562869,-1.149134174,9.49E-07,-2.68E-06,,,Tuc,1,522,,0.003296097,CQ,12.294,11.974
543,544,166,8,Gl 5,,,0.110209,29.021502,13.6705,379.94,-178.34,-5.5,6.07,5.391,K0V,0.752,11.948982,0.344882,6.632053,0.00000009,0.00002519,-0.00001306,0.028852629,0.506520758,1.84E-06,-8.65E-07,,,And,1,543,,0.607575146,V439,6.091,6.051
668,669,361,,,,,0.137879,-14.824492,27.4424,-12.43,-10.72,0,7.04,4.848,G2/G3V,0.624,26.511674,0.957394,-7.021385,-0.0000003,-0.00000167,-0.00000138,0.036096529,-0.258736192,-6.03E-08,-5.20E-08,,,Cet,1,668,,1.001843766,,,
676,677,358,15,,21Alp And,Alpheratz,0.139791,29.090432,29.7442,135.68,-162.95,-12,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264,-0.00000002,0.00001958,-0.0000265,0.036597163,0.507723818,6.58E-07,-7.90E-07,Alp,21,And,1,676,,114.4985535,Alp,2.083,2.063
685,687,,,NN 3008,,,0.140912,17.4243,21.7486,-92.54,-63.62,0,10.73,9.043,M0,1.46,20.736513,0.765325,6.51252,0.00000237,-0.00000968,-0.0000064,0.036890605,0.304111401,-4.49E-07,-3.08E-07,,,Peg,1,685,,0.021028098,,10.802,10.682
721,723,404,,,,,0.149189,66.456662,30.2847,174.82,5.96,-59.7,8.57,6.164,G5,0.885,12.087555,0.472486,27.763257,-0.00002617,0.00002466,-0.00005562,0.039057554,1.159887564,8.48E-07,2.89E-08,,,Cas,1,721,,0.298126101,V740,8.631,8.521
736,738,,,Gl 7,,,0.151197,-27.122139,23.4467,696.09,87.88,0,11.73,9.88,,1.493,20.852074,0.825903,-10.689089,0.00000142,0.00007924,0.00000889,0.039583382,-0.47337062,3.37E-06,4.26E-07,,,Scl,1,736,,0.009727472,,11.807,11.657
744,746,432,21,Gl 8,11Bet Cas,Caph,0.152887,59.14978,16.7842,523.39,-180.42,11.3,2.28,1.155,F2III-IV,0.38,8.600014,0.344589,14.409503,0.00001681,0.00004329,0.00000239,0.040025853,1.032358404,2.54E-06,-8.75E-07,Bet,11,Cas,1,744,,30.06076303,Bet,2.303,2.263
895,897,,,NN 3011,,,0.184614,-5.78397,25.5428,255.86,10.17,-5.2,10.86,8.824,M2,1.418,25.383037,1.227767,-2.574146,-0.00000669,0.0000314,0.00000179,0.048331837,-0.100949315,1.24E-06,4.93E-08,,,Psc,1,895,,0.025727643,,10.926,10.796
908,910,693,33,Gl 10,6    Cet,,0.187739,-15.467977,18.7477,-84.2,-269.31,14.6,4.89,3.525,F5V,0.487,18.046958,0.887717,-5.000042,0.00000823,-0.00000726,-0.00002757,0.049149857,-0.269967134,-4.08E-07,-1.31E-06,,6,Cet,1,908,,3.388441561,,,
914,916,,,NN 3012,,,0.189173,58.349916,28.082,233.48,21.92,0,9.5,7.258,K7,1.254,14.7174,0.729614,23.905324,-0.00000411,0.00003162,0.00000157,0.049525374,1.018398151,1.13E-06,1.06E-07,,,Cas,1,914,,0.108842874,,,
948,950,739,35,NN 3013,The Scl,,0.195552,-35.133119,21.2766,169.01,113.75,-13.5,5.24,3.6,F3/F5V,0.459,17.377471,0.890451,-12.244148,-0.00000543,0.00001718,0.00001754,0.051195353,-0.613188612,8.19E-07,5.51E-07,The,,Scl,1,948,,3.16227766,,,
972,974,,,,,,0.201112,27.098954,26.3644,283.48,-82.45,0,8.73,6.625,K0,1.045,23.43762,1.235191,12.00974,0.00000289,0.00003643,-0.00000938,0.052651018,0.472965963,1.37E-06,-4.00E-07,,,And,1,972,,0.19498446,,,
1004,1006,,,,,,0.209306,21.713437,27.9408,189.12,-289.73,0,11.67,9.439,,1.48,25.919321,1.421723,10.337108,0.00001309,0.00002637,-0.00003646,0.054796309,0.378970974,9.17E-07,-1.40E-06,,,Peg,1,1004,,0.014601585,,11.766,11.566
1029,1031,870,,,,,0.213975,-57.912609,20.1898,-117.31,35.09,0,7.22,5.694,K0V,0.775,10.708246,0.600442,-17.105583,0.00000355,-0.0000113,0.00000182,0.056018571,-1.010765713,-5.69E-07,1.70E-07,,,Tuc,1,1029,,0.459621145,,,
1066,1068,,,Gl 11A,,,0.220849,69.326881,20.0361,717.01,-292.41,0,12.49,10.981,M6,1.4,7.061621,0.40914,18.745971,0.00002251,0.00007106,-0.00001003,0.057818143,1.209982341,3.48E-06,-1.42E-06,,,,1,1066,Gl  11,0.00352858,,12.806,12.206
1081,1083,,,,,,0.224752,-36.828702,28.1849,-209.24,-319,0,10.77,8.52,,1.444,22.521034,1.326619,-16.894723,-0.0000244,-0.00003008,-0.00003489,0.058839989,-0.642782109,-1.01E-06,-1.55E-06,,,Scl,1,1081,,0.034040819,,10.849,10.689
1090,1092,,,NN 3014A,,,0.22721,80.665782,19.5886,250.86,182.1,0,11.14,9.68,M0,1.556,3.171508,0.18905,19.329227,-0.00001845,0.00002277,0.0000028,0.059483483,1.407883488,1.22E-06,8.83E-07,,,Cep,1,1090,NN 3014,0.011694994,,11.208,11.048
1240,1242,,,GJ 1005A,,,0.257803,-16.133807,4.9868,728.18,-617.48,-29,11.49,13.001,M:,1.75,4.779241,0.32306,-1.385667,-0.00003375,0.00001536,-0.0000061,0.067492759,-0.281588059,3.53E-06,-2.99E-06,,,Cet,1,1240,GJ 1005,0.000549035,,11.558,11.378
1276,1276,,,NN 3020,,,0.267224,-48.260852,22.7842,-46.25,-238.51,0,11.58,9.792,M5,1.647,15.131259,1.060284,-17.001193,-0.00001925,-0.00000647,-0.00001754,0.069959101,-0.842310767,-2.24E-07,-1.16E-06,,,Phe,1,1276,,0.010548726,,11.71,11.47
1291,1292,1237,,NN 3021,,,0.26986,-79.851182,17.4978,433.87,-57.95,0,6.59,5.375,G6V,0.749,3.075498,0.217909,-17.224019,-0.00000742,0.00003637,-0.00000087,0.070649054,-1.393666029,2.10E-06,-2.81E-07,,,Hyi,1,1291,,0.616595002,,,
1294,1295,,,GJ 1006A,,,0.270724,19.860459,16.3079,721.27,-753.06,0,11.79,10.728,M:,1.485,15.299442,1.086202,5.540292,0.00001614,0.00005831,-0.00005599,0.070875367,0.346630404,3.50E-06,-3.65E-06,,,Psc,1,1294,GJ 1006,0.004454511,EZ,11.919,11.639
1320,1322,,,,,,0.276796,-50.26901,22.2025,330.89,273.61,0,12.38,10.648,M4,1.53,14.154227,1.027597,-17.07492,0.00002001,0.00003716,0.00001882,0.072464962,-0.877359744,1.60E-06,1.33E-06,,,,1,1320,,0.004795126,,12.516,12.176
1346,1349,1273,,Gl 13,,,0.281604,-52.651149,22.5989,314.94,182.5,-14.3,6.84,5.07,G2V,0.655,13.672666,1.009951,-17.965041,0.00000446,0.00003493,0.00002376,0.073723844,-0.918935899,1.53E-06,8.85E-07,,,Phe,1,1346,,0.816582371,,,
1365,1368,,,Gl 14,,,0.285074,40.948295,15.0038,567.93,82.78,3,8.99,8.109,M0,1.37,11.300858,0.845066,9.833173,-0.0000047,0.00004107,0.00000656,0.07463226,0.714682575,2.75E-06,4.01E-07,,,And,1,1365,,0.049704991,,,
1383,1386,,,NN 3023,,,0.288963,29.183006,23.2019,691.13,428.92,0,11.54,9.712,M:,1.505,20.198863,1.531057,11.313264,-0.00002933,0.00007574,0.00004212,0.075650239,0.509339547,3.35E-06,2.08E-06,,,And,1,1383,,0.011355336,,11.6,11.46
1391,1392,1317,,,,,0.290152,8.876517,15.186,75.32,75.53,35.9,6.66,5.753,F5,0.589,14.961169,1.138666,2.343333,0.0000349,0.00000822,0.00001116,0.075961624,0.154924455,3.65E-07,3.66E-07,,38,Psc,1,1391,,0.435311359,,,
1441,1444,1388,,Wo 9008,,,0.299685,-13.45564,27.2183,396.98,-0.6,28.2,6.51,4.336,G2V,0.599,26.389981,2.074756,-6.333552,0.00002384,0.00005442,-0.00000679,0.078457232,-0.234845225,1.92E-06,-2.91E-09,,,Cet,1,1441,,1.605461887,,,
1459,1463,,,Gl 16,,,0.304608,10.202782,16.3372,-0.65,-32.3,0,10.88,9.814,M0,1.479,16.027761,1.280869,2.89385,0.00000046,-0.00000002,-0.00000252,0.079746172,0.178072146,-3.15E-09,-1.57E-07,,,Psc,1,1459,,0.010337131,,10.944,10.814
1472,1475,1326,,Gl 15A,,,0.306174,44.022954,3.5873,2888.92,410.58,12,8.09,10.316,M1V,1.56,2.571275,0.20667,2.493057,-0.00000017,0.00005039,0.00001366,0.080156205,0.76834549,1.40E-05,1.99E-06,,,And,1,1472,Gl  15,0.006510285,GX,8.125,8.065
1496,1499,1461,72,Gl 16.1,,,0.311629,-8.053001,23.245,417.66,-144.2,-10.4,6.47,4.638,G0V,0.674,22.939133,1.875641,-3.256358,-0.0000166,0.00004586,-0.0000146,0.08158434,-0.140551389,2.02E-06,-6.99E-07,,,Cet,1,1496,,1.215626055,,,
1529,1532,,,GJ 1008,,,0.318212,-9.964854,21.0837,-37.06,-301.98,0,9.9,8.28,K7V,1.318,20.693616,1.727935,-3.648409,-0.00000501,-0.00000422,-0.0000304,0.083307632,-0.173919508,-1.80E-07,-1.46E-06,,,Cet,1,1529,,0.042461956,,,
1537,1539,,,,,,0.32011,-3.053614,30.9502,-25.66,-217.75,0,10.93,8.477,,1.375,30.797788,2.587057,-1.648729,-0.00000141,-0.00000398,-0.00003262,0.083804651,-0.053295624,-1.24E-07,-1.06E-06,,,Psc,1,1537,,0.03541604,,10.995,10.885
1543,1546,,,,,,0.321467,-19.908545,29.0107,525.14,-106.71,0,12.46,10.147,K:...,,27.180398,2.292952,-9.878717,-0.0000113,0.00007316,-0.00001411,0.084159835,-0.347469661,2.55E-06,-5.17E-07,,,,1,1543,,0.007606765,,12.613,12.273
1594,1598,1562,,,,,0.333453,38.227397,24.7954,-140.89,-276.39,9,6.97,4.998,G0,0.64,19.404193,1.698228,15.343049,0.00002916,-0.00001445,-0.0000204,0.087297804,0.667193938,-6.83E-07,-1.34E-06,,,And,1,1594,,0.872569443,,,
1595,1599,1581,77,Gl 17,Zet Tuc,,0.334142,-64.874791,8.5866,1707.56,1165.36,9,4.23,4.561,F9V,0.576,3.631914,0.318885,-7.774227,0.00004144,0.00007498,0.00001226,0.087478102,-1.132278698,8.28E-06,5.65E-06,Zet,,Tuc,1,1595,,1.304968414,,,
1604,1608,,,GJ 2003,,,0.335659,-17.061379,23.1965,135.85,-9.45,0,11.67,9.843,,1.49,22.090079,1.946194,-6.80576,-0.00000165,0.00001519,-0.00000102,0.087875444,-0.297777241,6.59E-07,-4.58E-08,,,Cet,1,1604,,0.010064681,,11.768,11.588
1670,1674,1624,,,,,0.349196,67.667471,31.736,20.42,73.82,0,7.91,5.402,G5,0.815,12.008731,1.100914,29.355614,-0.00001075,0.00000217,0.00000432,0.091419196,1.181020172,9.90E-08,3.58E-07,,,Cep,1,1670,,0.601450652,,,
1692,1696,,,Gl 17.1,,,0.355445,-45.746419,17.1321,70.29,-815.44,2.5,10.41,9.241,M0,1.475,11.903672,1.110924,-12.271026,-0.00004706,0.00000147,-0.00004909,0.093055304,-0.798425636,3.41E-07,-3.95E-06,,,Phe,1,1692,,0.017522659,,10.461,10.321
1716,1720,,,NN 3029,,,0.360374,-46.09261,19.305,-301.15,-359.54,0,12.21,10.782,M6,1.537,13.328384,1.261143,-13.908512,-0.00002148,-0.00003034,-0.00002333,0.094345564,-0.804467805,-1.46E-06,-1.74E-06,,,,1,1716,,0.004238381,,12.337,11.837
1730,1734,,,GJ 1009,,,0.365566,-31.406073,17.9791,61.82,-200.07,0,11.16,9.886,M2V:,1.485,15.274859,1.466366,-9.36891,-0.00000956,0.0000045,-0.00001488,0.095704945,-0.548139372,3.00E-07,-9.70E-07,,,Scl,1,1730,,0.009673864,,,
1764,1768,1815,,Gl 17.2,,,0.373221,-27.032574,28.8767,212.89,-399.85,0.4,8.3,5.997,K1V,0.888,25.599184,2.509291,-13.124375,-0.00002786,0.00002721,-0.00005004,0.097709054,-0.471807424,1.03E-06,-1.94E-06,,,Scl,1,1764,,0.347696245,,,
1799,1803,1835,88,Gl 17.3,9    Cet,,0.381051,-12.209438,20.8638,394.27,60.45,-2.6,6.39,4.793,G3V,0.659,20.290476,2.030904,-4.412393,-0.00000527,0.00003955,0.00000654,0.099758869,-0.213094895,1.91E-06,2.93E-07,,9,Cet,1,1799,,1.053901445,BE,6.408,6.368
1833,1837,1910,,GJ 2004,,,0.387768,-33.167525,22.168,-34.61,126.26,0,8.74,7.011,K3/K4V,1.075,18.460733,1.880543,-12.127866,0.00000776,-0.00000295,0.00001136,0.101517333,-0.578882522,-1.68E-07,6.12E-07,,,Scl,1,1833,,0.136646968,,,
1838,1842,,,NN 3032,,,0.388427,-50.893874,19.6773,548.11,-0.91,0,11.87,10.4,M:,1.516,12.347494,1.260133,-15.269171,-0.00000537,0.00005201,-0.00000005,0.10169005,-0.888265679,2.66E-06,-4.41E-09,,,Phe,1,1838,,0.006025596,,11.978,11.778
1856,1860,,,GJ 1010A,,,0.391817,77.189292,19.2271,-840.75,45.38,0,11.31,9.89,K,1.462,4.240884,0.436015,18.748497,0.00000392,-0.00007837,0.00000094,0.10257742,1.347207284,-4.08E-06,2.20E-07,,,Cep,1,1856,GJ 1010,0.00963829,,11.376,11.256
1931,1936,2025,,Gl 18,,,0.407191,-27.026772,18.2249,667.39,83.92,3.7,7.92,6.617,K2V,0.94,16.142502,1.727432,-8.281533,0.00000043,0.00005935,0.00000489,0.106602278,-0.471706158,3.24E-06,4.07E-07,,,Scl,1,1931,,0.196426465,,,
1949,1954,2071,,,,,0.411795,-53.983998,27.2331,209.71,-27.93,0,7.27,5.095,G8IV+...,0.681,15.920389,1.723121,-22.027569,-0.00000594,0.0000272,-0.00000217,0.107807663,-0.942198504,1.02E-06,-1.35E-07,,,Phe,1,1949,,0.797994687,,,
2016,2021,2151,98,Gl 19,Bet Hyi,,0.427916,-77.254247,7.4588,2220.12,324.37,22.9,2.82,3.457,G2IV,0.618,1.635267,0.184517,-7.275205,0.00000754,0.00008163,-0.00002026,0.11202811,-1.348340964,1.08E-05,1.57E-06,Bet,,Hyi,1,2016,,3.607447339,,,
2069,2072,2262,100,Gl 20,Kap Phe,,0.436716,-43.679829,23.8095,106.14,32.83,11.3,3.93,2.046,A7V,0.175,17.106924,1.964466,-16.443574,0.00000951,0.00001342,-0.00000524,0.114332018,-0.76235684,5.15E-07,1.59E-07,Kap,,Phe,1,2069,,13.23122333,,,
2076,2081,2261,99,,Alp Phe,Ankaa,0.438056,-42.305981,25.974,232.76,-353.64,75,2.4,0.327,K0III...,1.083,19.083654,2.198282,-17.483284,0.00002323,0.00003218,-0.00008456,0.114682903,-0.738378669,1.13E-06,-1.71E-06,Alp,,Phe,1,2076,,64.44659847,,,
2114,2120,,,Gl 21,,,0.448016,70.142417,16.4772,-135.47,-148.03,0,10.52,9.436,M0,1.459,5.558583,0.654911,15.497463,0.00001231,-0.00000945,-0.00000402,0.117290392,1.224216121,-6.57E-07,-7.18E-07,,,Cep,1,2114,,0.014641986,,10.586,10.476
2420,2426,,,,,,0.515342,73.370803,27.0856,241.31,136.51,0,10.63,8.466,,1.359,7.680802,1.042799,25.952795,-0.00002128,0.00002909,0.00000513,0.13491622,1.280562083,1.17E-06,6.62E-07,,,Cas,1,2420,,0.035776677,,10.693,10.573
2534,2540,,,NN 3038,,,0.537512,-63.091258,24.9688,530.04,-100.87,0,9.65,7.663,M0,1.367,11.188406,1.585223,-22.26539,-0.00001978,0.000062,-0.00000553,0.140720431,-1.101150188,2.57E-06,-4.89E-07,,,Tuc,1,2534,,0.074954895,,,
2547,2552,,,Gl 22A,,,0.541063,67.235669,10.0654,1739.07,-224.63,-4,10.27,10.256,M2.5Ve,1.52,3.855636,0.550293,9.281315,-0.00000353,0.00008521,-0.00000801,0.141649925,1.173483805,8.43E-06,-1.09E-06,,,Cas,1,2547,Gl  22,0.006880183,V547,10.434,10.204
2705,2711,3158,140,Gl 22.2,,,0.574374,-52.37309,25.4842,227.8,38.21,34.8,5.57,3.539,F3IV-V,0.472,15.383147,2.330868,-20.183809,0.00002096,0.00003164,-0.00002531,0.150370869,-0.91408286,1.10E-06,1.85E-07,,,Phe,1,2705,,3.345029868,,,
2709,2715,,,,,,0.575203,-4.542639,22.9358,108.37,7.83,0,9.27,7.467,G0,0.57,22.605004,3.430002,-1.816537,-0.00000174,0.00001192,0.00000087,0.150587727,-0.079284002,5.25E-07,3.80E-08,,,Cet,1,2709,,0.089784217,,10.021,8.121
2736,2742,3141,,,,,0.583584,42.694775,28.9017,-168.09,-72.19,1,8.02,5.715,K0IV,0.87,20.994646,3.23274,19.598036,0.00001111,-0.00002212,-0.00000674,0.152781923,0.745164391,-8.15E-07,-3.50E-07,,,And,1,2736,,0.450816705,,,
2738,2743,3222,,,,,0.583935,-63.695128,29.2398,881.63,-534.68,1.5,8.55,6.22,K3V,0.854,12.806339,1.973764,-26.211994,-0.0000855,0.00011327,-0.00003496,0.152873751,-1.111689694,4.27E-06,-2.59E-06,,,Tuc,1,2738,,0.2831392,,,
2756,2762,3196,142,Gl 23A,13    Cet,,0.587466,-3.592846,21.254,407.68,-36.47,11.2,5.2,3.563,F8V...,0.567,20.961944,3.249574,-1.331907,0.00000463,0.00004322,-0.00000447,0.153798322,-0.062707,1.98E-06,-1.77E-07,,13,Cet,1,2756,Gl  23,3.271899836,BU,5.21,5.19
2784,2790,3277,,,,,0.592843,-39.746292,28.7853,116.1,-165.57,0,7.45,5.154,G8V,0.726,21.866489,3.421359,-18.405011,-0.0000171,0.00001372,-0.00001776,0.155205968,-0.693703666,5.63E-07,-8.03E-07,,,Phe,1,2784,,0.755788014,,,
2935,2941,3443,159,Gl 25A,,,0.622393,-24.767267,15.4012,1422.09,-17.15,18.6,5.57,4.632,K1V+...,0.715,13.799451,2.268712,-6.452147,-0.0000007,0.00010748,-0.00000913,0.162942237,-0.432270358,6.89E-06,-8.31E-08,,,Cet,1,2935,Gl  25,1.222362449,,,
3002,3008,,,NN 3044,,,0.637589,52.332093,23.6967,-73.96,-136.51,0,10.48,8.607,M0,1.424,14.279408,2.40588,18.7575,0.00001365,-0.00000632,-0.00000958,0.166920291,0.913367325,-3.59E-07,-6.62E-07,,,Cas,1,3002,,0.031419553,,10.558,10.428
3087,3093,3651,166,Gl 27,54    Psc,,0.656063,21.250472,11.0595,-461.07,-370.88,-32.9,5.88,5.661,K0V,0.85,10.155576,1.761632,4.008362,-0.00001957,-0.00002848,-0.00003073,0.17175681,0.370890711,-2.24E-06,-1.80E-06,,54,Psc,1,3087,,0.473805393,,,
3137,3143,,,Gl 27.1,,,0.666309,-44.253218,23.9866,482.8,-222.01,0,11.41,9.51,M4,1.476,16.91995,2.981951,-16.738586,-0.00002748,0.00005216,-0.00001849,0.174439264,-0.772364363,2.34E-06,-1.08E-06,,,Phe,1,3137,,0.013677288,,11.479,11.329
3163,3170,3823,176,Gl 29,,,0.673659,-59.454604,24.9563,883.26,443.01,1.5,5.89,3.904,G1V,0.564,12.486498,2.225749,-21.493045,0.00002747,0.00011343,0.00002592,0.17636343,-1.0376786,4.28E-06,2.15E-06,,,Tuc,1,3163,,2.390011551,,,
3178,3185,3795,173,Gl 27.2,,,0.675771,-23.804876,28.885,635.49,-363.28,-50.4,6.14,3.837,G3/G5V,0.718,26.014694,4.651118,-11.658473,-0.00008229,0.00007569,-0.00002574,0.176916353,-0.415473465,3.08E-06,-1.76E-06,,,Cet,1,3178,,2.542143136,,,
3196,3203,3821,,,,,0.679856,-7.232606,26.5041,0.64,-91.59,7.6,7.02,4.903,G0...,0.62,25.877906,4.655165,-3.336817,0.00000612,0.00000118,-0.00001265,0.177985955,-0.126232794,3.10E-09,-4.44E-07,,,Cet,1,3196,,0.952357486,,,
3198,3206,3765,,Gl 28,,,0.680335,40.187173,17.328,355.69,-668.91,-64.2,7.36,6.166,K2V,0.937,13.027701,2.345295,11.181157,-0.00001897,0.00002694,-0.00008529,0.178111245,0.701398492,1.72E-06,-3.24E-06,,,And,1,3198,,0.297577438,,,
3254,3261,,,GJ 1016,,,0.691809,-33.62556,19.5274,-348.13,-249.4,0,10.58,9.127,,1.432,15.994015,2.928807,-10.813553,-0.00000692,-0.00003477,-0.00001966,0.181115287,-0.586876737,-1.69E-06,-1.21E-06,,,Scl,1,3254,,0.019462562,,,
3355,3362,,,Gl 29.1,,,0.713393,35.548784,23.3046,264.99,74.49,-0.5,10.37,8.533,M1Ve+...,1.46,18.631359,3.520785,13.549196,-0.00001077,0.00002843,0.00000655,0.18676597,0.620443319,1.28E-06,3.61E-07,,,And,1,3355,,0.033635664,FF,10.426,10.286
3371,3378,,,,,,0.715761,22.659618,28.9268,400.61,18.12,0,11.55,9.243,M1,1.44,26.226641,4.97288,11.144215,-0.00001143,0.00005501,0.00000234,0.187385805,0.395484943,1.94E-06,8.78E-08,,,And,1,3371,,0.01749041,,11.622,11.472
3411,3418,,,Gl 30,,,0.725801,33.844567,20.5719,-203,-356.22,-34.7,8.73,7.164,K8,1.13,16.778253,3.227009,11.457179,-0.00000569,-0.00002171,-0.00004927,0.190014266,0.590699127,-9.84E-07,-1.73E-06,,,And,1,3411,,0.118686138,,,
3413,3419,4128,188,Gl 31,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,232.79,32.71,13.3,2.04,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,0.00000782,0.00003545,0.00000025,0.190194642,-0.31392547,1.13E-06,1.59E-07,Bet,16,Cet,1,3413,,116.091387,,,
3485,3493,,,Gl 31.2A,,,0.74365,-18.946721,31.4367,270.75,183.36,27,10.74,8.253,M2,1.406,29.17199,5.752293,-10.207222,0.00002654,0.00004729,0.00001746,0.19468717,-0.330682672,1.31E-06,8.89E-07,,,Cet,1,3485,Gl  31.2,0.043531136,,10.792,10.592
3490,3497,4308,,Gl 31.5,,,0.744205,-65.649522,22.0556,157.92,-742.38,97.7,6.55,4.832,G3V,0.655,8.922183,1.760752,-20.094339,-0.00003379,0.00001054,-0.00012376,0.194832297,-1.145800316,7.66E-07,-3.60E-06,,,Tuc,1,3490,,1.0167168,,,
3497,3505,4247,197,Gl 31.3,,,0.745666,-22.006135,26.7451,-66.07,81.15,13.2,5.22,3.084,F0V,0.35,24.325675,4.809987,-10.02159,0.00001781,-0.00000521,0.0000047,0.195214986,-0.384079515,-3.20E-07,3.93E-07,,,Cet,1,3497,,5.086276903,,,
3527,3535,4256,,Gl 31.4,,,0.75136,1.785521,21.5657,-49.04,-573.07,9.9,8.03,6.361,K2V,0.983,21.139641,4.212759,0.671951,0.00001276,-0.00000268,-0.00005957,0.196705468,0.031163224,-2.38E-07,-2.78E-06,,,Cet,1,3527,,0.248656605,,,
3551,3559,4307,203,GJ 1020,18    Cet,,0.757969,-12.88081,30.9981,-32.25,-205.68,-12.8,6.15,3.693,G2V,0.603,29.624957,5.957047,-6.910183,-0.00001831,-0.00000863,-0.00002721,0.198435815,-0.224812537,-1.56E-07,-9.97E-07,,18,Cet,1,3551,,2.90268561,,,
3575,3583,4391,209,GJ 1021,,,0.76265,-47.551985,15.1584,183.96,78.36,-11.4,5.8,4.897,G5IV,0.635,10.027401,2.02916,-11.185157,-0.00000623,0.00001253,0.00001249,0.199661396,-0.829938708,8.92E-07,3.80E-07,,,Phe,1,3575,,0.957634977,,,
