,uniqueID,starID,connectingPointID,connectingStarID,distanceToConnectingPoint,cartesianX,cartesianY,cartesianZ
0,0000100001,0000100000,3192100000,3192100000,2.391266072795957,0.0,0.0,0.0
1,0000100002,0000100000,0744100001,0744100000,2.637014640925226,0.0,0.0,0.0
2,0000100003,0000100000,3797100003,3797100000,1.2957575388540097,0.0,0.0,0.0
3,0000100004,0000100000,2045200002,2045200000,2.546143708242919,0.0,0.0,0.0
4,0000100005,0000100000,1566100000,1566100000,2.6281850186524163,0.0,0.0,0.0
5,0000100006,0000100000,2306100000,2306100000,2.969686499714911,0.0,0.0,0.0
6,0000100007,0000100000,1177100003,1177100000,1.3245695629769694,0.0,0.0,0.0
7,0000100008,0000100000,0420100001,0420100000,1.8228031661037893,0.0,0.0,0.0
8,0001100001,0001100000,2643100000,2643100000,1.6123650259544204,10.3742,0.030418999999999998,-28.0091
9,0001100002,0001100000,2820100001,2820100000,2.974439711979552,10.3742,0.030418999999999998,-28.0091
10,0001100003,0001100000,0235100000,0235100000,2.705096213483173,10.3742,0.030418999999999998,-28.0091
11,0003100001,0003100000,2554100000,2554100000,1.349035816604215,5.67201,0.053101,-14.2398
12,0003100002,0003100000,2380100001,2380100000,0.5792274153292464,5.67201,0.053101,-14.2398
13,0003100003,0003100000,2618100000,2618100000,1.5436670246409998,5.67201,0.053101,-14.2398
14,0004100001,0004100000,2588100006,2588100000,2.9730392801348935,10.8347,0.102555,5.5404300000000015
15,0004100002,0004100000,3798100001,3798100000,1.1999550025663448,10.8347,0.102555,5.5404300000000015
16,0004100003,0004100000,3799100000,3799100000,1.5859687607528712,10.8347,0.102555,5.5404300000000015
17,0004100004,0004100000,2678100002,2678100000,2.834364471433588,10.8347,0.102555,5.5404300000000015
18,0004100005,0004100000,2711200000,2711200000,1.578613660567081,10.8347,0.102555,5.5404300000000015
19,0004100006,0004100000,3778100000,3778100000,1.9414611488579934,10.8347,0.102555,5.5404300000000015
20,0004100007,0004100000,0016100000,0016100000,1.9932023412792297,10.8347,0.102555,5.5404300000000015
21,0004100008,0004100000,2696100002,2696100000,1.917244370324504,10.8347,0.102555,5.5404300000000015
22,0005100001,0005100000,0086100002,0086100000,2.454330972575012,30.6162,0.315156,5.95495
23,0006100001,0006100000,0005100002,0005100000,1.5252794218860353,29.1049,0.421232,2.38642
24,0007100001,0007100000,2591100000,2591100000,0.6105481393641294,23.9342,0.487833,16.3127
25,0007100002,0007100000,2658100003,2658100000,2.7938283228718603,23.9342,0.487833,16.3127
26,0007100003,0007100000,0072100002,0072100000,1.7727247812475007,23.9342,0.487833,16.3127
27,0008100001,0008100000,2672100005,2672100000,1.3750562945294282,24.2397,0.522425,10.4265
28,0008100002,0008100000,0086100006,0086100000,2.9026422019127676,24.2397,0.522425,10.4265
29,0008100003,0008100000,2673100003,2673100000,1.912569108614117,24.2397,0.522425,10.4265
30,0008100004,0008100000,2647100005,2647100000,1.907296520477349,24.2397,0.522425,10.4265
31,0009100001,0009100000,2409100004,2409100000,2.974932782390889,7.8437600000000005,0.17736500000000002,8.06419
32,0009100002,0009100000,0202100002,0202100000,0.05880471808452035,7.8437600000000005,0.17736500000000002,8.06419
33,0009100003,0009100000,3798100004,3798100000,0.5001368895102617,7.8437600000000005,0.17736500000000002,8.06419
34,0009100004,0009100000,3799100000,3799100000,0.9567411959647196,7.8437600000000005,0.17736500000000002,8.06419
35,0010100001,0010100000,2554100005,2554100000,1.6775282295341563,5.99334,0.138488,-14.7141
36,0010100002,0010100000,0003100004,0003100000,0.5792274153292464,5.99334,0.138488,-14.7141
37,0010100003,0010100000,2380100003,2380100000,0.9969666232753228,5.99334,0.138488,-14.7141
38,0011100001,0011100000,0399100002,0399100000,2.3710303782187183,3.44884,0.081384,-2.63351
39,0011100002,0011100000,2322100000,2322100000,1.8399663351746405,3.44884,0.081384,-2.63351
40,0011100003,0011100000,0033100003,0033100000,2.450645319501784,3.44884,0.081384,-2.63351
41,0011100004,0011100000,2354100000,2354100000,2.049750183876318,3.44884,0.081384,-2.63351
42,0011100005,0011100000,2413100001,2413100000,1.8599826973700588,3.44884,0.081384,-2.63351
43,0011100006,0011100000,0148100009,0148100000,2.9317579030431555,3.44884,0.081384,-2.63351
44,0011100007,0011100000,2683100007,2683100000,2.2077118136151737,3.44884,0.081384,-2.63351
45,0011100008,0011100000,2856100002,2856100000,2.3760899081086975,3.44884,0.081384,-2.63351
46,0012100001,0012100000,0202100006,0202100000,2.9583502429396353,7.87878,0.195428,8.10784
47,0012100002,0012100000,2678100008,2678100000,0.05880471808452035,7.87878,0.195428,8.10784
48,0012100003,0012100000,0009100007,0009100000,0.4438098369076563,7.87878,0.195428,8.10784
49,0012100004,0012100000,0012200001,0012200000,0.9653377614291286,7.87878,0.195428,8.10784
50,0012200001,0012200000,0202100007,0202100000,2.8571909732156504,8.1881,0.202922,8.42601
51,0012200002,0012200000,3798100009,3798100000,0.5001368895102617,8.1881,0.202922,8.42601
52,0012200003,0012200000,2678100003,2678100000,0.4438098369076563,8.1881,0.202922,8.42601
53,0012200004,0012200000,3744100008,3744100000,1.914560387896919,8.1881,0.202922,8.42601
54,0012200005,0012200000,0009100002,0009100000,1.1885238198828838,8.1881,0.202922,8.42601
55,0013100001,0013100000,2642100004,2642100000,2.6543320802192407,11.238,0.307211,18.3003
56,0013100002,0013100000,0115100006,0115100000,1.1944453461858364,11.238,0.307211,18.3003
57,0013100003,0013100000,0030100007,0030100000,2.757632649955393,11.238,0.307211,18.3003
58,0013100004,0013100000,2699100005,2699100000,2.6546917754799715,11.238,0.307211,18.3003
59,0013200001,0013200000,0115100008,0115100000,2.683424562043064,10.6128,0.289466,17.2827
60,0013200002,0013200000,0030100005,0030100000,2.223568596294927,10.6128,0.289466,17.2827
61,0013200003,0013200000,3796100006,3796100000,1.1944453461858364,10.6128,0.289466,17.2827
62,0013200004,0013200000,2654100006,2654100000,2.386009643775355,10.6128,0.289466,17.2827
63,0013200005,0013200000,0166100006,0166100000,2.9689744271205827,10.6128,0.289466,17.2827
64,0013200006,0013200000,2716100005,2716100000,2.6744794142142876,10.6128,0.289466,17.2827
65,0014100001,0014100000,2645100001,2645100000,2.9087886683119497,16.8378,0.46441000000000004,-19.4284
66,0014100002,0014100000,0062100012,0062100000,2.484039891306097,16.8378,0.46441000000000004,-19.4284
67,0014100003,0014100000,0065100008,0065100000,0.07258459038253426,16.8378,0.46441000000000004,-19.4284
68,0014200001,0014200000,0062100008,0062100000,2.955792594165056,16.7901,0.463341,-19.3737
69,0014200002,0014200000,0034100004,0034100000,2.952915478404522,16.7901,0.463341,-19.3737
70,0014200003,0014200000,0064100013,0064100000,2.474585940281929,16.7901,0.463341,-19.3737
71,0014200004,0014200000,0065100007,0065100000,0.07258459038253426,16.7901,0.463341,-19.3737
72,0015100001,0015100000,0003100007,0003100000,1.5436670246409998,6.83577,0.18854300000000002,-15.2449
73,0015100002,0015100000,2380100006,2380100000,0.9969666232753228,6.83577,0.18854300000000002,-15.2449
74,0015100003,0015100000,0123100011,0123100000,2.368010585552564,6.83577,0.18854300000000002,-15.2449
75,0016100001,0016100000,0004100006,0004100000,1.578613660567081,11.949000000000002,0.344882,6.63205
76,0016100002,0016100000,3798100011,3798100000,1.9084849662758683,11.949000000000002,0.344882,6.63205
77,0016100003,0016100000,2678100009,2678100000,1.6302032650639016,11.949000000000002,0.344882,6.63205
78,0016100004,0016100000,2681100004,2681100000,2.6088870691243033,11.949000000000002,0.344882,6.63205
79,0016100005,0016100000,2711200012,2711200000,2.858959312341466,11.949000000000002,0.344882,6.63205
80,0016100006,0016100000,0036200007,0036200000,1.9754306335794243,11.949000000000002,0.344882,6.63205
81,0016100007,0016100000,0039100012,0039100000,1.4679587586972593,11.949000000000002,0.344882,6.63205
82,0017100001,0017100000,2676100008,2676100000,2.5362255419335273,26.5117,0.9573940000000001,-7.021389999999999
83,0017100002,0017100000,2651100009,2651100000,1.317741072273305,26.5117,0.9573940000000001,-7.021389999999999
84,0017100003,0017100000,2624200007,2624200000,2.6139763788481334,26.5117,0.9573940000000001,-7.021389999999999
85,0018100001,0018100000,0086100004,0086100000,2.7938283228718603,25.9746,0.951042,14.4613
86,0018100002,0018100000,0002100005,0002100000,2.6897219287175376,25.9746,0.951042,14.4613
87,0018100003,0018100000,0118100010,0118100000,2.8326125270364817,25.9746,0.951042,14.4613
88,0019100001,0019100000,2672100004,2672100000,1.6448373591711138,20.7365,0.765325,6.512519999999999
89,0019100002,0019100000,2704100011,2704100000,1.3585693959916074,20.7365,0.765325,6.512519999999999
90,0019100003,0019100000,3795200002,3795200000,2.732777974538913,20.7365,0.765325,6.512519999999999
91,0020100001,0020100000,0030200004,0030200000,2.4306276419961983,12.0876,0.47248599999999996,27.7633
92,0020100002,0020100000,0067100002,0067100000,1.7136397590438879,12.0876,0.47248599999999996,27.7633
93,0021100001,0021100000,0058100012,0058100000,2.983487657385062,20.8521,0.825903,-10.6891
94,0021100002,0021100000,2646100011,2646100000,2.7282878890104296,20.8521,0.825903,-10.6891
95,0021100003,0021100000,2707100015,2707100000,1.0907051317239682,20.8521,0.825903,-10.6891
96,0021100004,0021100000,0091100003,0091100000,2.8291128268644576,20.8521,0.825903,-10.6891
97,0022100001,0022100000,3765100013,3765100000,2.6577522912606053,8.600010000000001,0.344589,14.4095
98,0022100002,0022100000,0115100013,0115100000,2.9345169502016852,8.600010000000001,0.344589,14.4095
99,0022100003,0022100000,3770100013,3770100000,1.4317545557116276,8.600010000000001,0.344589,14.4095
100,0022100004,0022100000,0066100011,0066100000,1.6845583276336855,8.600010000000001,0.344589,14.4095
101,0022100005,0022100000,2593100013,2593100000,2.9620584679038675,8.600010000000001,0.344589,14.4095
102,0022100006,0022100000,2654100011,2654100000,2.428551851417012,8.600010000000001,0.344589,14.4095
103,0023100001,0023100000,0006100014,0006100000,2.61873886269709,25.38300000000001,1.22777,-2.57415
104,0023100002,0023100000,2648100013,2648100000,1.9694453616437315,25.38300000000001,1.22777,-2.57415
105,0024100001,0024100000,0061100003,0061100000,1.6048514014774071,18.047,0.887717,-5.00004
106,0024100002,0024100000,2708100009,2708100000,1.6075507193556915,18.047,0.887717,-5.00004
107,0024100003,0024100000,3803100012,3803100000,1.2337373237642608,18.047,0.887717,-5.00004
108,0025100001,0025100000,2614100013,2614100000,2.8180447778812865,14.7174,0.729614,23.9053
109,0026100001,0026100000,0058100014,0058100000,1.472107641417908,17.3775,0.890451,-12.2441
110,0026100002,0026100000,2616100009,2616100000,2.0080573703208784,17.3775,0.890451,-12.2441
111,0026100003,0026100000,0061100012,0061100000,2.8487383019296453,17.3775,0.890451,-12.2441
112,0027100001,0027100000,2736100010,2736100000,1.912569108614117,23.4376,1.23519,12.0097
113,0027100002,0027100000,0118100014,0118100000,2.9985361580111056,23.4376,1.23519,12.0097
114,0027100003,0027100000,0007100015,0007100000,2.912949079987496,23.4376,1.23519,12.0097
115,0028100001,0028100000,2672100011,2672100000,1.907296520477349,25.9193,1.42172,10.3371
116,0028100002,0028100000,0086100008,0086100000,2.9985361580111056,25.9193,1.42172,10.3371
117,0029100001,0029100000,0059100000,0059100000,2.548501070697048,10.7082,0.600442,-17.1056
118,0029100002,0029100000,0090100000,0090100000,2.566909630011156,10.7082,0.600442,-17.1056
119,0029100003,0029100000,2711100000,2711100000,2.4979758737313698,10.7082,0.600442,-17.1056
120,0029100004,0029100000,0123100000,0123100000,2.860309241861971,10.7082,0.600442,-17.1056
121,0029100005,0029100000,0152100000,0152100000,2.889314861167609,10.7082,0.600442,-17.1056
122,0029100006,0029100000,0038100004,0038100000,2.653774379408317,10.7082,0.600442,-17.1056
123,0030100001,0030100000,0115100000,0115100000,2.104898917477987,7.06162,0.40914,18.746
124,0030100002,0030100000,3796100002,3796100000,2.8608219242728143,7.06162,0.40914,18.746
125,0030100003,0030100000,3769100000,3769100000,0.9316346948906528,7.06162,0.40914,18.746
126,0030100004,0030100000,0066100006,0066100000,2.4225398888356824,7.06162,0.40914,18.746
127,0030100005,0030100000,2716100002,2716100000,2.6339007168836113,7.06162,0.40914,18.746
128,0030100006,0030100000,0013200000,0013200000,2.001496412687269,7.06162,0.40914,18.746
129,0030200001,0030200000,2642100003,2642100000,2.933532658903937,9.44891,0.5463640000000001,25.0835
130,0030200002,0030200000,3768100002,3768100000,2.031832710681664,9.44891,0.5463640000000001,25.0835
131,0030200003,0030200000,0121100001,0121100000,2.395261920666715,9.44891,0.5463640000000001,25.0835
132,0031100001,0031100000,0058100000,0058100000,2.513704454968603,22.521,1.3266200000000001,-16.8947
133,0031100002,0031100000,2645100004,2645100000,2.664078078360318,22.521,1.3266200000000001,-16.8947
134,0032100001,0032100000,2584100002,2584100000,1.0544648127728111,3.17151,0.18905,19.3292
135,0032100002,0032100000,0372100003,0372100000,1.2416748359071321,3.17151,0.18905,19.3292
136,0032100003,0032100000,0060100002,0060100000,1.429348870004801,3.17151,0.18905,19.3292
137,0032100004,0032100000,0172100004,0172100000,2.92425941016217,3.17151,0.18905,19.3292
138,0033100001,0033100000,0011100002,0011100000,1.8399663351746405,4.77924,0.32306,-1.3856700000000002
139,0033100002,0033100000,0243100008,0243100000,1.6979930905336449,4.77924,0.32306,-1.3856700000000002
140,0033100003,0033100000,2516100000,2516100000,2.1090344060583748,4.77924,0.32306,-1.3856700000000002
141,0033100004,0033100000,2635100002,2635100000,2.844415232385736,4.77924,0.32306,-1.3856700000000002
142,0033100005,0033100000,3786100000,3786100000,1.651246956969187,4.77924,0.32306,-1.3856700000000002
143,0033100006,0033100000,2522100000,2522100000,0.801413087156056,4.77924,0.32306,-1.3856700000000002
144,0033100007,0033100000,2526100005,2526100000,2.4507224993191294,4.77924,0.32306,-1.3856700000000002
145,0033100008,0033100000,0148100007,0148100000,2.801034899160665,4.77924,0.32306,-1.3856700000000002
146,0034100001,0034100000,0064100002,0064100000,2.243094442082188,15.1313,1.06028,-17.0012
147,0034100002,0034100000,2650100001,2650100000,0.9804203600497085,15.1313,1.06028,-17.0012
148,0034100003,0034100000,3802100002,3802100000,1.7489875668225874,15.1313,1.06028,-17.0012
149,0034100004,0034100000,0037100004,0037100000,2.51059118235128,15.1313,1.06028,-17.0012
150,0034100005,0034100000,0038100001,0038100000,2.955792594165056,15.1313,1.06028,-17.0012
151,0034100006,0034100000,0070100003,0070100000,2.6384127878139174,15.1313,1.06028,-17.0012
152,0034100007,0034100000,0054100001,0054100000,2.6457994190981293,15.1313,1.06028,-17.0012
153,0035100001,0035100000,0003100003,0003100000,2.232682537841195,3.0755,0.21790900000000002,-17.224
154,0035100002,0035100000,2380100002,2380100000,2.4917072922076953,3.0755,0.21790900000000002,-17.224
155,0036100001,0036100000,2704100006,2704100000,1.3544843308432915,15.2994,1.0862,5.54029
156,0036100002,0036100000,2525100003,2525100000,1.0406716960213735,15.2994,1.0862,5.54029
157,0036100003,0036100000,2681100007,2681100000,2.7986447506963064,15.2994,1.0862,5.54029
158,0036100004,0036100000,0036200002,0036200000,2.7517462896313676,15.2994,1.0862,5.54029
159,0036100005,0036100000,2653100004,2653100000,2.834788977750548,15.2994,1.0862,5.54029
160,0036100006,0036100000,2684100010,2684100000,2.2850812877042257,15.2994,1.0862,5.54029
161,0036200001,0036200000,2525100003,2525100000,1.0406716960213735,14.3227,1.0178,5.18762
162,0036200002,0036200000,2705100005,2705100000,2.665583047158726,14.3227,1.0178,5.18762
163,0036200003,0036200000,3767100007,3767100000,1.7087082118957575,14.3227,1.0178,5.18762
164,0036200004,0036200000,0036100003,0036100000,2.9175807462690733,14.3227,1.0178,5.18762
165,0036200005,0036200000,2711200003,2711200000,2.870183382259747,14.3227,1.0178,5.18762
166,0036200006,0036200000,2681100005,2681100000,2.858959312341466,14.3227,1.0178,5.18762
167,0036200007,0036200000,3775100006,3775100000,2.8530837050111235,14.3227,1.0178,5.18762
168,0036200008,0036200000,2653100007,2653100000,1.977657203631609,14.3227,1.0178,5.18762
169,0037100001,0037100000,0059100007,0059100000,2.5649147317016205,14.1542,1.0276,-17.0749
170,0037100002,0037100000,0034100003,0034100000,0.9804203600497085,14.1542,1.0276,-17.0749
171,0037100003,0037100000,3802100004,3802100000,2.8238458266854796,14.1542,1.0276,-17.0749
172,0037100004,0037100000,0038100005,0038100000,1.012142175042617,14.1542,1.0276,-17.0749
173,0037100005,0037100000,0100100005,0100100000,2.073855576480676,14.1542,1.0276,-17.0749
174,0037100006,0037100000,0054100007,0054100000,2.7902320638434364,14.1542,1.0276,-17.0749
175,0038100001,0038100000,0029100004,0029100000,1.7489875668225874,13.6727,1.00995,-17.965
176,0038100002,0038100000,0059100003,0059100000,1.012142175042617,13.6727,1.00995,-17.965
177,0038100003,0038100000,0034100006,0034100000,2.3822458159476323,13.6727,1.00995,-17.965
178,0039100001,0039100000,0012200002,0012200000,2.3436556715089356,11.3009,0.845066,9.833169999999999
179,0039100002,0039100000,2625200005,2625200000,2.3436778410942063,11.3009,0.845066,9.833169999999999
180,0039100003,0039100000,2749100006,2749100000,2.2937960407736777,11.3009,0.845066,9.833169999999999
181,0039100004,0039100000,0016100000,0016100000,2.687440748239857,11.3009,0.845066,9.833169999999999
182,0039100005,0039100000,3784100005,3784100000,2.998855319253664,11.3009,0.845066,9.833169999999999
183,0039100006,0039100000,3784200002,3784200000,2.7554674051957138,11.3009,0.845066,9.833169999999999
184,0039100007,0039100000,2632100006,2632100000,2.6551262062425582,11.3009,0.845066,9.833169999999999
185,0040100001,0040100000,2673100007,2673100000,2.9411637491986053,20.1989,1.53106,11.3133
186,0040100002,0040100000,0087100004,0087100000,2.2168342150589426,20.1989,1.53106,11.3133
